AWE-Full image path,AWE image path,Gender
train/0019.png,013/01.png,1
train/0019_vflip.png,013/01_vflip.png,1
train/0019_rot.png,013/01_rot.png,1
train/0019_rot1.png,013/01_rot1.png,1
train/0019_rot2.png,013/01_rot2.png,1
train/0020.png,013/06.png,1
train/0020_vflip.png,013/06_vflip.png,1
train/0020_rot.png,013/06_rot.png,1
train/0020_rot1.png,013/06_rot1.png,1
train/0020_rot2.png,013/06_rot2.png,1
train/0021.png,013/07.png,1
train/0021_vflip.png,013/07_vflip.png,1
train/0021_rot.png,013/07_rot.png,1
train/0021_rot1.png,013/07_rot1.png,1
train/0021_rot2.png,013/07_rot2.png,1
train/0022.png,013/02.png,1
train/0022_vflip.png,013/02_vflip.png,1
train/0022_rot.png,013/02_rot.png,1
train/0022_rot1.png,013/02_rot1.png,1
train/0022_rot2.png,013/02_rot2.png,1
train/0023.png,013/08.png,1
train/0023_vflip.png,013/08_vflip.png,1
train/0023_rot.png,013/08_rot.png,1
train/0023_rot1.png,013/08_rot1.png,1
train/0023_rot2.png,013/08_rot2.png,1
train/0024.png,013/09.png,1
train/0024_vflip.png,013/09_vflip.png,1
train/0024_rot.png,013/09_rot.png,1
train/0024_rot1.png,013/09_rot1.png,1
train/0024_rot2.png,013/09_rot2.png,1
train/0025.png,013/10.png,1
train/0025_vflip.png,013/10_vflip.png,1
train/0025_rot.png,013/10_rot.png,1
train/0025_rot1.png,013/10_rot1.png,1
train/0025_rot2.png,013/10_rot2.png,1
train/0026.png,014/03.png,1
train/0026_vflip.png,014/03_vflip.png,1
train/0026_rot.png,014/03_rot.png,1
train/0026_rot1.png,014/03_rot1.png,1
train/0026_rot2.png,014/03_rot2.png,1
train/0027.png,014/04.png,1
train/0027_vflip.png,014/04_vflip.png,1
train/0027_rot.png,014/04_rot.png,1
train/0027_rot1.png,014/04_rot1.png,1
train/0027_rot2.png,014/04_rot2.png,1
train/0028.png,014/05.png,1
train/0028_vflip.png,014/05_vflip.png,1
train/0028_rot.png,014/05_rot.png,1
train/0028_rot1.png,014/05_rot1.png,1
train/0028_rot2.png,014/05_rot2.png,1
train/0029.png,014/06.png,1
train/0029_vflip.png,014/06_vflip.png,1
train/0029_rot.png,014/06_rot.png,1
train/0029_rot1.png,014/06_rot1.png,1
train/0029_rot2.png,014/06_rot2.png,1
train/0030.png,014/07.png,1
train/0030_vflip.png,014/07_vflip.png,1
train/0030_rot.png,014/07_rot.png,1
train/0030_rot1.png,014/07_rot1.png,1
train/0030_rot2.png,014/07_rot2.png,1
train/0031.png,014/08.png,1
train/0031_vflip.png,014/08_vflip.png,1
train/0031_rot.png,014/08_rot.png,1
train/0031_rot1.png,014/08_rot1.png,1
train/0031_rot2.png,014/08_rot2.png,1
train/0032.png,014/09.png,1
train/0032_vflip.png,014/09_vflip.png,1
train/0032_rot.png,014/09_rot.png,1
train/0032_rot1.png,014/09_rot1.png,1
train/0032_rot2.png,014/09_rot2.png,1
train/0033.png,002/03.png,1
train/0033_vflip.png,002/03_vflip.png,1
train/0033_rot.png,002/03_rot.png,1
train/0033_rot1.png,002/03_rot1.png,1
train/0033_rot2.png,002/03_rot2.png,1
train/0034.png,014/01.png,1
train/0034_vflip.png,014/01_vflip.png,1
train/0034_rot.png,014/01_rot.png,1
train/0034_rot1.png,014/01_rot1.png,1
train/0034_rot2.png,014/01_rot2.png,1
train/0035.png,015/01.png,4
train/0035_vflip.png,015/01_vflip.png,4
train/0035_rot.png,015/01_rot.png,4
train/0035_rot1.png,015/01_rot1.png,4
train/0035_rot2.png,015/01_rot2.png,4
train/0036.png,015/04.png,4
train/0036_vflip.png,015/04_vflip.png,4
train/0036_rot.png,015/04_rot.png,4
train/0036_rot1.png,015/04_rot1.png,4
train/0036_rot2.png,015/04_rot2.png,4
train/0037.png,015/08.png,4
train/0037_vflip.png,015/08_vflip.png,4
train/0037_rot.png,015/08_rot.png,4
train/0037_rot1.png,015/08_rot1.png,4
train/0037_rot2.png,015/08_rot2.png,4
train/0038.png,015/09.png,4
train/0038_vflip.png,015/09_vflip.png,4
train/0038_rot.png,015/09_rot.png,4
train/0038_rot1.png,015/09_rot1.png,4
train/0038_rot2.png,015/09_rot2.png,4
train/0039.png,015/05.png,4
train/0039_vflip.png,015/05_vflip.png,4
train/0039_rot.png,015/05_rot.png,4
train/0039_rot1.png,015/05_rot1.png,4
train/0039_rot2.png,015/05_rot2.png,4
train/0040.png,015/10.png,4
train/0040_vflip.png,015/10_vflip.png,4
train/0040_rot.png,015/10_rot.png,4
train/0040_rot1.png,015/10_rot1.png,4
train/0040_rot2.png,015/10_rot2.png,4
train/0041.png,002/04.png,1
train/0041_vflip.png,002/04_vflip.png,1
train/0041_rot.png,002/04_rot.png,1
train/0041_rot1.png,002/04_rot1.png,1
train/0041_rot2.png,002/04_rot2.png,1
train/0042.png,015/06.png,4
train/0042_vflip.png,015/06_vflip.png,4
train/0042_rot.png,015/06_rot.png,4
train/0042_rot1.png,015/06_rot1.png,4
train/0042_rot2.png,015/06_rot2.png,4
train/0043.png,016/04.png,1
train/0043_vflip.png,016/04_vflip.png,1
train/0043_rot.png,016/04_rot.png,1
train/0043_rot1.png,016/04_rot1.png,1
train/0043_rot2.png,016/04_rot2.png,1
train/0044.png,016/05.png,1
train/0044_vflip.png,016/05_vflip.png,1
train/0044_rot.png,016/05_rot.png,1
train/0044_rot1.png,016/05_rot1.png,1
train/0044_rot2.png,016/05_rot2.png,1
train/0045.png,016/06.png,1
train/0045_vflip.png,016/06_vflip.png,1
train/0045_rot.png,016/06_rot.png,1
train/0045_rot1.png,016/06_rot1.png,1
train/0045_rot2.png,016/06_rot2.png,1
train/0046.png,016/10.png,1
train/0046_vflip.png,016/10_vflip.png,1
train/0046_rot.png,016/10_rot.png,1
train/0046_rot1.png,016/10_rot1.png,1
train/0046_rot2.png,016/10_rot2.png,1
train/0047.png,016/01.png,1
train/0047_vflip.png,016/01_vflip.png,1
train/0047_rot.png,016/01_rot.png,1
train/0047_rot1.png,016/01_rot1.png,1
train/0047_rot2.png,016/01_rot2.png,1
train/0048.png,016/02.png,1
train/0048_vflip.png,016/02_vflip.png,1
train/0048_rot.png,016/02_rot.png,1
train/0048_rot1.png,016/02_rot1.png,1
train/0048_rot2.png,016/02_rot2.png,1
train/0049.png,002/05.png,1
train/0049_vflip.png,002/05_vflip.png,1
train/0049_rot.png,002/05_rot.png,1
train/0049_rot1.png,002/05_rot1.png,1
train/0049_rot2.png,002/05_rot2.png,1
train/0050.png,016/03.png,1
train/0050_vflip.png,016/03_vflip.png,1
train/0050_rot.png,016/03_rot.png,1
train/0050_rot1.png,016/03_rot1.png,1
train/0050_rot2.png,016/03_rot2.png,1
train/0051.png,017/04.png,1
train/0051_vflip.png,017/04_vflip.png,1
train/0051_rot.png,017/04_rot.png,1
train/0051_rot1.png,017/04_rot1.png,1
train/0051_rot2.png,017/04_rot2.png,1
train/0052.png,017/05.png,1
train/0052_vflip.png,017/05_vflip.png,1
train/0052_rot.png,017/05_rot.png,1
train/0052_rot1.png,017/05_rot1.png,1
train/0052_rot2.png,017/05_rot2.png,1
train/0053.png,017/01.png,1
train/0053_vflip.png,017/01_vflip.png,1
train/0053_rot.png,017/01_rot.png,1
train/0053_rot1.png,017/01_rot1.png,1
train/0053_rot2.png,017/01_rot2.png,1
train/0054.png,017/02.png,1
train/0054_vflip.png,017/02_vflip.png,1
train/0054_rot.png,017/02_rot.png,1
train/0054_rot1.png,017/02_rot1.png,1
train/0054_rot2.png,017/02_rot2.png,1
train/0055.png,017/06.png,1
train/0055_vflip.png,017/06_vflip.png,1
train/0055_rot.png,017/06_rot.png,1
train/0055_rot1.png,017/06_rot1.png,1
train/0055_rot2.png,017/06_rot2.png,1
train/0056.png,017/03.png,1
train/0056_vflip.png,017/03_vflip.png,1
train/0056_rot.png,017/03_rot.png,1
train/0056_rot1.png,017/03_rot1.png,1
train/0056_rot2.png,017/03_rot2.png,1
train/0057.png,002/06.png,1
train/0057_vflip.png,002/06_vflip.png,1
train/0057_rot.png,002/06_rot.png,1
train/0057_rot1.png,002/06_rot1.png,1
train/0057_rot2.png,002/06_rot2.png,1
train/0058.png,017/10.png,1
train/0058_vflip.png,017/10_vflip.png,1
train/0058_rot.png,017/10_rot.png,1
train/0058_rot1.png,017/10_rot1.png,1
train/0058_rot2.png,017/10_rot2.png,1
train/0059.png,018/01.png,6
train/0059_vflip.png,018/01_vflip.png,6
train/0059_rot.png,018/01_rot.png,6
train/0059_rot1.png,018/01_rot1.png,6
train/0059_rot2.png,018/01_rot2.png,6
train/0060.png,018/02.png,6
train/0060_vflip.png,018/02_vflip.png,6
train/0060_rot.png,018/02_rot.png,6
train/0060_rot1.png,018/02_rot1.png,6
train/0060_rot2.png,018/02_rot2.png,6
train/0061.png,018/03.png,6
train/0061_vflip.png,018/03_vflip.png,6
train/0061_rot.png,018/03_rot.png,6
train/0061_rot1.png,018/03_rot1.png,6
train/0061_rot2.png,018/03_rot2.png,6
train/0062.png,018/04.png,6
train/0062_vflip.png,018/04_vflip.png,6
train/0062_rot.png,018/04_rot.png,6
train/0062_rot1.png,018/04_rot1.png,6
train/0062_rot2.png,018/04_rot2.png,6
train/0063.png,018/05.png,6
train/0063_vflip.png,018/05_vflip.png,6
train/0063_rot.png,018/05_rot.png,6
train/0063_rot1.png,018/05_rot1.png,6
train/0063_rot2.png,018/05_rot2.png,6
train/0064.png,018/06.png,6
train/0064_vflip.png,018/06_vflip.png,6
train/0064_rot.png,018/06_rot.png,6
train/0064_rot1.png,018/06_rot1.png,6
train/0064_rot2.png,018/06_rot2.png,6
train/0065.png,018/07.png,6
train/0065_vflip.png,018/07_vflip.png,6
train/0065_rot.png,018/07_rot.png,6
train/0065_rot1.png,018/07_rot1.png,6
train/0065_rot2.png,018/07_rot2.png,6
train/0066.png,002/07.png,1
train/0066_vflip.png,002/07_vflip.png,1
train/0066_rot.png,002/07_rot.png,1
train/0066_rot1.png,002/07_rot1.png,1
train/0066_rot2.png,002/07_rot2.png,1
train/0067.png,019/04.png,1
train/0067_vflip.png,019/04_vflip.png,1
train/0067_rot.png,019/04_rot.png,1
train/0067_rot1.png,019/04_rot1.png,1
train/0067_rot2.png,019/04_rot2.png,1
train/0068.png,019/05.png,1
train/0068_vflip.png,019/05_vflip.png,1
train/0068_rot.png,019/05_rot.png,1
train/0068_rot1.png,019/05_rot1.png,1
train/0068_rot2.png,019/05_rot2.png,1
train/0069.png,019/06.png,1
train/0069_vflip.png,019/06_vflip.png,1
train/0069_rot.png,019/06_rot.png,1
train/0069_rot1.png,019/06_rot1.png,1
train/0069_rot2.png,019/06_rot2.png,1
train/0070.png,019/07.png,1
train/0070_vflip.png,019/07_vflip.png,1
train/0070_rot.png,019/07_rot.png,1
train/0070_rot1.png,019/07_rot1.png,1
train/0070_rot2.png,019/07_rot2.png,1
train/0071.png,019/08.png,1
train/0071_vflip.png,019/08_vflip.png,1
train/0071_rot.png,019/08_rot.png,1
train/0071_rot1.png,019/08_rot1.png,1
train/0071_rot2.png,019/08_rot2.png,1
train/0072.png,019/09.png,1
train/0072_vflip.png,019/09_vflip.png,1
train/0072_rot.png,019/09_rot.png,1
train/0072_rot1.png,019/09_rot1.png,1
train/0072_rot2.png,019/09_rot2.png,1
train/0073.png,019/01.png,1
train/0073_vflip.png,019/01_vflip.png,1
train/0073_rot.png,019/01_rot.png,1
train/0073_rot1.png,019/01_rot1.png,1
train/0073_rot2.png,019/01_rot2.png,1
train/0074.png,019/10.png,1
train/0074_vflip.png,019/10_vflip.png,1
train/0074_rot.png,019/10_rot.png,1
train/0074_rot1.png,019/10_rot1.png,1
train/0074_rot2.png,019/10_rot2.png,1
train/0075.png,019/02.png,1
train/0075_vflip.png,019/02_vflip.png,1
train/0075_rot.png,019/02_rot.png,1
train/0075_rot1.png,019/02_rot1.png,1
train/0075_rot2.png,019/02_rot2.png,1
train/0076.png,002/08.png,1
train/0076_vflip.png,002/08_vflip.png,1
train/0076_rot.png,002/08_rot.png,1
train/0076_rot1.png,002/08_rot1.png,1
train/0076_rot2.png,002/08_rot2.png,1
train/0077.png,020/04.png,1
train/0077_vflip.png,020/04_vflip.png,1
train/0077_rot.png,020/04_rot.png,1
train/0077_rot1.png,020/04_rot1.png,1
train/0077_rot2.png,020/04_rot2.png,1
train/0078.png,020/05.png,1
train/0078_vflip.png,020/05_vflip.png,1
train/0078_rot.png,020/05_rot.png,1
train/0078_rot1.png,020/05_rot1.png,1
train/0078_rot2.png,020/05_rot2.png,1
train/0079.png,020/06.png,1
train/0079_vflip.png,020/06_vflip.png,1
train/0079_rot.png,020/06_rot.png,1
train/0079_rot1.png,020/06_rot1.png,1
train/0079_rot2.png,020/06_rot2.png,1
train/0080.png,020/07.png,1
train/0080_vflip.png,020/07_vflip.png,1
train/0080_rot.png,020/07_rot.png,1
train/0080_rot1.png,020/07_rot1.png,1
train/0080_rot2.png,020/07_rot2.png,1
train/0081.png,020/08.png,1
train/0081_vflip.png,020/08_vflip.png,1
train/0081_rot.png,020/08_rot.png,1
train/0081_rot1.png,020/08_rot1.png,1
train/0081_rot2.png,020/08_rot2.png,1
train/0082.png,020/09.png,1
train/0082_vflip.png,020/09_vflip.png,1
train/0082_rot.png,020/09_rot.png,1
train/0082_rot1.png,020/09_rot1.png,1
train/0082_rot2.png,020/09_rot2.png,1
train/0083.png,020/10.png,1
train/0083_vflip.png,020/10_vflip.png,1
train/0083_rot.png,020/10_rot.png,1
train/0083_rot1.png,020/10_rot1.png,1
train/0083_rot2.png,020/10_rot2.png,1
train/0084.png,002/09.png,1
train/0084_vflip.png,002/09_vflip.png,1
train/0084_rot.png,002/09_rot.png,1
train/0084_rot1.png,002/09_rot1.png,1
train/0084_rot2.png,002/09_rot2.png,1
train/0085.png,020/03.png,1
train/0085_vflip.png,020/03_vflip.png,1
train/0085_rot.png,020/03_rot.png,1
train/0085_rot1.png,020/03_rot1.png,1
train/0085_rot2.png,020/03_rot2.png,1
train/0086.png,021/01.png,1
train/0086_vflip.png,021/01_vflip.png,1
train/0086_rot.png,021/01_rot.png,1
train/0086_rot1.png,021/01_rot1.png,1
train/0086_rot2.png,021/01_rot2.png,1
train/0087.png,021/06.png,1
train/0087_vflip.png,021/06_vflip.png,1
train/0087_rot.png,021/06_rot.png,1
train/0087_rot1.png,021/06_rot1.png,1
train/0087_rot2.png,021/06_rot2.png,1
train/0088.png,021/07.png,1
train/0088_vflip.png,021/07_vflip.png,1
train/0088_rot.png,021/07_rot.png,1
train/0088_rot1.png,021/07_rot1.png,1
train/0088_rot2.png,021/07_rot2.png,1
train/0089.png,021/08.png,1
train/0089_vflip.png,021/08_vflip.png,1
train/0089_rot.png,021/08_rot.png,1
train/0089_rot1.png,021/08_rot1.png,1
train/0089_rot2.png,021/08_rot2.png,1
train/0090.png,021/09.png,1
train/0090_vflip.png,021/09_vflip.png,1
train/0090_rot.png,021/09_rot.png,1
train/0090_rot1.png,021/09_rot1.png,1
train/0090_rot2.png,021/09_rot2.png,1
train/0091.png,021/10.png,1
train/0091_vflip.png,021/10_vflip.png,1
train/0091_rot.png,021/10_rot.png,1
train/0091_rot1.png,021/10_rot1.png,1
train/0091_rot2.png,021/10_rot2.png,1
train/0092.png,002/10.png,1
train/0092_vflip.png,002/10_vflip.png,1
train/0092_rot.png,002/10_rot.png,1
train/0092_rot1.png,002/10_rot1.png,1
train/0092_rot2.png,002/10_rot2.png,1
train/0093.png,021/03.png,1
train/0093_vflip.png,021/03_vflip.png,1
train/0093_rot.png,021/03_rot.png,1
train/0093_rot1.png,021/03_rot1.png,1
train/0093_rot2.png,021/03_rot2.png,1
train/0096.png,022/01.png,4
train/0096_vflip.png,022/01_vflip.png,4
train/0096_rot.png,022/01_rot.png,4
train/0096_rot1.png,022/01_rot1.png,4
train/0096_rot2.png,022/01_rot2.png,4
train/0094.png,022/05.png,4
train/0094_vflip.png,022/05_vflip.png,4
train/0094_rot.png,022/05_rot.png,4
train/0094_rot1.png,022/05_rot1.png,4
train/0094_rot2.png,022/05_rot2.png,4
train/0095.png,022/06.png,4
train/0095_vflip.png,022/06_vflip.png,4
train/0095_rot.png,022/06_rot.png,4
train/0095_rot1.png,022/06_rot1.png,4
train/0095_rot2.png,022/06_rot2.png,4
train/0097.png,022/02.png,4
train/0097_vflip.png,022/02_vflip.png,4
train/0097_rot.png,022/02_rot.png,4
train/0097_rot1.png,022/02_rot1.png,4
train/0097_rot2.png,022/02_rot2.png,4
train/0098.png,022/10.png,4
train/0098_vflip.png,022/10_vflip.png,4
train/0098_rot.png,022/10_rot.png,4
train/0098_rot1.png,022/10_rot1.png,4
train/0098_rot2.png,022/10_rot2.png,4
train/0099.png,022/03.png,4
train/0099_vflip.png,022/03_vflip.png,4
train/0099_rot.png,022/03_rot.png,4
train/0099_rot1.png,022/03_rot1.png,4
train/0099_rot2.png,022/03_rot2.png,4
train/0100.png,003/03.png,2
train/0100_vflip.png,003/03_vflip.png,2
train/0100_rot.png,003/03_rot.png,2
train/0100_rot1.png,003/03_rot1.png,2
train/0100_rot2.png,003/03_rot2.png,2
train/0101.png,022/04.png,4
train/0101_vflip.png,022/04_vflip.png,4
train/0101_rot.png,022/04_rot.png,4
train/0101_rot1.png,022/04_rot1.png,4
train/0101_rot2.png,022/04_rot2.png,4
train/0102.png,023/01.png,1
train/0102_vflip.png,023/01_vflip.png,1
train/0102_rot.png,023/01_rot.png,1
train/0102_rot1.png,023/01_rot1.png,1
train/0102_rot2.png,023/01_rot2.png,1
train/0103.png,023/03.png,1
train/0103_vflip.png,023/03_vflip.png,1
train/0103_rot.png,023/03_rot.png,1
train/0103_rot1.png,023/03_rot1.png,1
train/0103_rot2.png,023/03_rot2.png,1
train/0104.png,023/04.png,1
train/0104_vflip.png,023/04_vflip.png,1
train/0104_rot.png,023/04_rot.png,1
train/0104_rot1.png,023/04_rot1.png,1
train/0104_rot2.png,023/04_rot2.png,1
train/0105.png,023/05.png,1
train/0105_vflip.png,023/05_vflip.png,1
train/0105_rot.png,023/05_rot.png,1
train/0105_rot1.png,023/05_rot1.png,1
train/0105_rot2.png,023/05_rot2.png,1
train/0106.png,023/06.png,1
train/0106_vflip.png,023/06_vflip.png,1
train/0106_rot.png,023/06_rot.png,1
train/0106_rot1.png,023/06_rot1.png,1
train/0106_rot2.png,023/06_rot2.png,1
train/0107.png,023/10.png,1
train/0107_vflip.png,023/10_vflip.png,1
train/0107_rot.png,023/10_rot.png,1
train/0107_rot1.png,023/10_rot1.png,1
train/0107_rot2.png,023/10_rot2.png,1
train/0108.png,023/02.png,1
train/0108_vflip.png,023/02_vflip.png,1
train/0108_rot.png,023/02_rot.png,1
train/0108_rot1.png,023/02_rot1.png,1
train/0108_rot2.png,023/02_rot2.png,1
train/0109.png,024/01.png,1
train/0109_vflip.png,024/01_vflip.png,1
train/0109_rot.png,024/01_rot.png,1
train/0109_rot1.png,024/01_rot1.png,1
train/0109_rot2.png,024/01_rot2.png,1
train/0110.png,024/03.png,1
train/0110_vflip.png,024/03_vflip.png,1
train/0110_rot.png,024/03_rot.png,1
train/0110_rot1.png,024/03_rot1.png,1
train/0110_rot2.png,024/03_rot2.png,1
train/0111.png,024/02.png,1
train/0111_vflip.png,024/02_vflip.png,1
train/0111_rot.png,024/02_rot.png,1
train/0111_rot1.png,024/02_rot1.png,1
train/0111_rot2.png,024/02_rot2.png,1
train/0112.png,024/04.png,1
train/0112_vflip.png,024/04_vflip.png,1
train/0112_rot.png,024/04_rot.png,1
train/0112_rot1.png,024/04_rot1.png,1
train/0112_rot2.png,024/04_rot2.png,1
train/0113.png,024/05.png,1
train/0113_vflip.png,024/05_vflip.png,1
train/0113_rot.png,024/05_rot.png,1
train/0113_rot1.png,024/05_rot1.png,1
train/0113_rot2.png,024/05_rot2.png,1
train/0114.png,024/06.png,1
train/0114_vflip.png,024/06_vflip.png,1
train/0114_rot.png,024/06_rot.png,1
train/0114_rot1.png,024/06_rot1.png,1
train/0114_rot2.png,024/06_rot2.png,1
train/0115.png,024/07.png,1
train/0115_vflip.png,024/07_vflip.png,1
train/0115_rot.png,024/07_rot.png,1
train/0115_rot1.png,024/07_rot1.png,1
train/0115_rot2.png,024/07_rot2.png,1
train/0116.png,025/04.png,1
train/0116_vflip.png,025/04_vflip.png,1
train/0116_rot.png,025/04_rot.png,1
train/0116_rot1.png,025/04_rot1.png,1
train/0116_rot2.png,025/04_rot2.png,1
train/0117.png,025/01.png,1
train/0117_vflip.png,025/01_vflip.png,1
train/0117_rot.png,025/01_rot.png,1
train/0117_rot1.png,025/01_rot1.png,1
train/0117_rot2.png,025/01_rot2.png,1
train/0118.png,025/05.png,1
train/0118_vflip.png,025/05_vflip.png,1
train/0118_rot.png,025/05_rot.png,1
train/0118_rot1.png,025/05_rot1.png,1
train/0118_rot2.png,025/05_rot2.png,1
train/0119.png,025/06.png,1
train/0119_vflip.png,025/06_vflip.png,1
train/0119_rot.png,025/06_rot.png,1
train/0119_rot1.png,025/06_rot1.png,1
train/0119_rot2.png,025/06_rot2.png,1
train/0120.png,025/07.png,1
train/0120_vflip.png,025/07_vflip.png,1
train/0120_rot.png,025/07_rot.png,1
train/0120_rot1.png,025/07_rot1.png,1
train/0120_rot2.png,025/07_rot2.png,1
train/0121.png,025/08.png,1
train/0121_vflip.png,025/08_vflip.png,1
train/0121_rot.png,025/08_rot.png,1
train/0121_rot1.png,025/08_rot1.png,1
train/0121_rot2.png,025/08_rot2.png,1
train/0122.png,025/09.png,1
train/0122_vflip.png,025/09_vflip.png,1
train/0122_rot.png,025/09_rot.png,1
train/0122_rot1.png,025/09_rot1.png,1
train/0122_rot2.png,025/09_rot2.png,1
train/0123.png,025/02.png,1
train/0123_vflip.png,025/02_vflip.png,1
train/0123_rot.png,025/02_rot.png,1
train/0123_rot1.png,025/02_rot1.png,1
train/0123_rot2.png,025/02_rot2.png,1
train/0124.png,025/10.png,1
train/0124_vflip.png,025/10_vflip.png,1
train/0124_rot.png,025/10_rot.png,1
train/0124_rot1.png,025/10_rot1.png,1
train/0124_rot2.png,025/10_rot2.png,1
train/0125.png,026/05.png,6
train/0125_vflip.png,026/05_vflip.png,6
train/0125_rot.png,026/05_rot.png,6
train/0125_rot1.png,026/05_rot1.png,6
train/0125_rot2.png,026/05_rot2.png,6
train/0126.png,026/02.png,6
train/0126_vflip.png,026/02_vflip.png,6
train/0126_rot.png,026/02_rot.png,6
train/0126_rot1.png,026/02_rot1.png,6
train/0126_rot2.png,026/02_rot2.png,6
train/0127.png,026/06.png,6
train/0127_vflip.png,026/06_vflip.png,6
train/0127_rot.png,026/06_rot.png,6
train/0127_rot1.png,026/06_rot1.png,6
train/0127_rot2.png,026/06_rot2.png,6
train/0128.png,026/07.png,6
train/0128_vflip.png,026/07_vflip.png,6
train/0128_rot.png,026/07_rot.png,6
train/0128_rot1.png,026/07_rot1.png,6
train/0128_rot2.png,026/07_rot2.png,6
train/0129.png,026/08.png,6
train/0129_vflip.png,026/08_vflip.png,6
train/0129_rot.png,026/08_rot.png,6
train/0129_rot1.png,026/08_rot1.png,6
train/0129_rot2.png,026/08_rot2.png,6
train/0130.png,026/09.png,6
train/0130_vflip.png,026/09_vflip.png,6
train/0130_rot.png,026/09_rot.png,6
train/0130_rot1.png,026/09_rot1.png,6
train/0130_rot2.png,026/09_rot2.png,6
train/0131.png,026/10.png,6
train/0131_vflip.png,026/10_vflip.png,6
train/0131_rot.png,026/10_rot.png,6
train/0131_rot1.png,026/10_rot1.png,6
train/0131_rot2.png,026/10_rot2.png,6
train/0132.png,003/07.png,2
train/0132_vflip.png,003/07_vflip.png,2
train/0132_rot.png,003/07_rot.png,2
train/0132_rot1.png,003/07_rot1.png,2
train/0132_rot2.png,003/07_rot2.png,2
train/0133.png,026/03.png,6
train/0133_vflip.png,026/03_vflip.png,6
train/0133_rot.png,026/03_rot.png,6
train/0133_rot1.png,026/03_rot1.png,6
train/0133_rot2.png,026/03_rot2.png,6
train/0134.png,027/03.png,2
train/0134_vflip.png,027/03_vflip.png,2
train/0134_rot.png,027/03_rot.png,2
train/0134_rot1.png,027/03_rot1.png,2
